x,y,t,p,label,name
195,205,697.515,1,0,0
209,206,697.546,1,0,0
190,207,697.561,1,0,0
303,210,697.672,1,0,0
90,210,697.691,1,0,0
203,213,697.772,1,0,0
204,213,697.791,1,0,0
203,214,697.801,1,0,0
146,219,697.979,1,0,0
183,224,698.154,1,0,0
129,225,698.196,1,0,0
239,228,698.307,1,0,0
137,245,698.899,1,0,0
246,3,699.686,1,0,0
62,14,700.048,1,0,0
116,16,700.147,1,0,0
126,23,700.387,1,0,0
314,25,700.452,1,0,0
191,27,700.505,1,0,0
215,27,700.516,1,0,0
311,28,700.546,1,0,0
188,31,700.65,1,0,0
48,31,700.662,1,0,0
143,36,700.827,1,0,0
223,36,700.841,1,0,0
223,37,700.86,1,0,0
257,37,700.869,1,0,0
150,38,700.893,1,0,0
168,38,700.914,1,0,0
171,40,700.962,1,0,0
32,43,701.071,1,0,0
276,44,701.104,1,0,0
82,45,701.157,1,0,0
102,47,701.219,1,0,0
287,48,701.247,1,0,0
280,48,701.26,1,0,0
313,51,701.35,1,0,0
179,52,701.388,1,0,0
195,53,701.43,1,0,0
179,54,701.469,1,0,0
186,54,701.488,1,0,0
195,55,701.494,1,0,0
185,56,701.527,1,0,0
189,56,701.547,1,0,0
300,57,701.568,1,0,0
270,58,701.616,1,0,0
130,59,701.634,1,0,0
189,59,701.643,1,0,0
128,60,701.671,1,0,0
185,60,701.697,1,0,0
343,61,701.721,1,0,0
88,63,701.778,1,0,0
129,64,701.81,1,0,0
134,68,701.961,1,0,0
130,68,701.977,1,0,0
276,70,702.021,1,0,0
268,72,702.094,1,0,0
211,74,702.19,1,0,0
220,79,702.341,1,0,0
27,80,702.391,1,0,0
32,48,702.402,1,0,0
27,82,702.445,1,0,0
316,82,702.454,1,0,0
183,82,702.472,1,0,0
186,83,702.486,1,0,0
183,84,702.532,1,0,0
116,88,702.665,1,0,0
316,88,702.666,1,0,0
103,88,702.681,1,0,0
277,91,702.767,1,0,0
271,92,702.798,1,0,0
113,93,702.831,1,0,0
279,93,702.835,1,0,0
152,93,702.845,1,0,0
143,93,702.863,1,0,0
253,95,702.904,1,0,0
267,95,702.932,1,0,0
271,96,702.95,1,0,0
220,99,703.06,1,0,0
191,101,703.119,1,0,0
176,102,703.15,1,0,0
45,102,703.157,1,0,0
114,102,703.174,1,0,0
35,103,703.19,1,0,0
316,104,703.219,1,0,0
256,104,703.243,1,0,0
320,106,703.295,1,0,0
295,109,703.401,1,0,0
260,111,703.494,1,0,0
54,111,703.495,1,0,0
318,112,703.506,1,0,0
313,112,703.513,1,0,0
320,112,703.525,1,0,0
311,114,703.574,1,0,0
207,116,703.657,1,0,0
151,116,703.672,1,0,0
323,118,703.717,1,0,0
145,119,703.76,1,0,0
222,120,703.785,1,0,0
264,122,703.859,1,0,0
204,80,704.018,1,0,0
94,127,704.051,1,0,0
131,136,704.356,1,0,0
76,215,704.45,0,0,0
61,139,704.456,1,0,0
52,141,704.554,1,0,0
152,144,704.643,1,0,0
308,171,705.59,1,0,0
177,180,705.913,1,0,0
127,184,706.044,1,0,0
127,187,706.16,1,0,0
184,188,706.185,1,0,0
124,188,706.191,1,0,0
123,189,706.224,1,0,0
129,191,706.29,1,0,0
173,192,706.33,1,0,0
133,192,706.352,1,0,0
160,196,706.476,1,0,0
170,197,706.527,1,0,0
62,198,706.546,1,0,0
158,200,706.623,1,0,0
34,202,706.695,1,0,0
296,210,706.977,1,0,0
238,212,707.032,1,0,0
236,212,707.042,1,0,0
77,213,707.086,1,0,0
148,214,707.098,1,0,0
208,214,707.125,1,0,0
192,215,707.141,1,0,0
79,216,707.173,1,0,0
264,218,707.245,1,0,0
75,219,707.278,1,0,0
80,222,707.388,1,0,0
75,222,707.395,1,0,0
75,223,707.42,1,0,0
301,223,707.43,1,0,0
74,224,707.462,1,0,0
82,224,707.482,1,0,0
160,226,707.54,1,0,0
128,227,707.564,1,0,0
124,230,707.667,1,0,0
242,232,707.734,1,0,0
176,232,707.751,1,0,0
256,237,707.911,1,0,0
170,239,707.983,1,0,0
196,254,708.522,1,0,0
75,215,709.244,0,0,0
15,144,722.475,1,0,0
97,8,730.545,1,0,0
184,12,730.682,1,0,0
64,15,730.792,1,0,0
238,18,730.907,1,0,0
231,19,730.928,1,0,0
227,19,730.936,1,0,0
261,23,731.083,1,0,0
262,37,731.566,1,0,0
135,43,731.778,1,0,0
127,45,731.869,1,0,0
175,59,732.356,1,0,0
148,62,732.449,1,0,0
112,64,732.521,1,0,0
118,65,732.553,1,0,0
105,66,732.609,1,0,0
328,77,732.978,1,0,0
328,80,733.097,1,0,0
71,94,733.582,1,0,0
272,96,733.652,1,0,0
72,96,733.662,1,0,0
273,97,733.683,1,0,0
157,103,733.896,1,0,0
312,104,733.923,1,0,0
226,110,734.133,1,0,0
85,110,734.144,1,0,0
134,113,734.253,1,0,0
40,127,734.748,1,0,0
302,134,735.004,1,0,0
134,140,735.199,1,0,0
95,143,735.318,1,0,0
130,154,735.693,1,0,0
222,158,735.837,1,0,0
315,159,735.864,1,0,0
340,159,735.87,1,0,0
326,160,735.897,1,0,0
319,161,735.936,1,0,0
166,162,735.99,1,0,0
131,172,736.325,1,0,0
204,174,736.393,1,0,0
341,174,736.4,1,0,0
61,191,736.991,1,0,0
40,191,736.994,1,0,0
265,198,737.239,1,0,0
289,198,737.253,1,0,0
174,203,737.42,1,0,0
176,205,737.495,1,0,0
191,205,737.508,1,0,0
159,206,737.519,1,0,0
207,210,737.667,1,0,0
239,214,737.81,1,0,0
56,217,737.924,1,0,0
54,219,737.991,1,0,0
233,223,738.123,1,0,0
151,224,738.173,1,0,0
112,231,738.411,1,0,0
247,238,738.661,1,0,0
236,4,739.701,1,0,0
72,7,739.803,1,0,0
333,8,739.847,1,0,0
333,12,739.978,1,0,0
75,13,740.021,1,0,0
77,14,740.068,1,0,0
246,15,740.081,1,0,0
73,15,740.087,1,0,0
263,15,740.094,1,0,0
199,15,740.109,1,0,0
152,16,740.116,1,0,0
151,16,740.141,1,0,0
144,19,740.246,1,0,0
145,20,740.266,1,0,0
158,20,740.275,1,0,0
250,21,740.3,1,0,0
81,22,740.328,1,0,0
56,22,740.354,1,0,0
159,23,740.369,1,0,0
132,24,740.398,1,0,0
245,24,740.407,1,0,0
194,24,740.416,1,0,0
325,24,740.426,1,0,0
155,28,740.539,1,0,0
142,28,740.545,1,0,0
159,28,740.562,1,0,0
289,28,740.562,1,0,0
231,29,740.58,1,0,0
322,30,740.639,1,0,0
51,32,740.681,1,0,0
296,34,740.75,1,0,0
267,35,740.786,1,0,0
67,35,740.817,1,0,0
280,36,740.823,1,0,0
268,36,740.83,1,0,0
157,37,740.86,1,0,0
235,37,740.882,1,0,0
189,40,740.968,1,0,0
39,40,740.975,1,0,0
235,43,741.078,1,0,0
228,44,741.103,1,0,0
130,44,741.125,1,0,0
192,45,741.14,1,0,0
142,46,741.191,1,0,0
273,46,741.205,1,0,0
321,47,741.236,1,0,0
139,48,741.263,1,0,0
175,49,741.284,1,0,0
192,50,741.319,1,0,0
28,50,741.327,1,0,0
224,50,741.345,1,0,0
145,51,741.365,1,0,0
27,51,741.381,1,0,0
62,52,741.394,1,0,0
148,54,741.46,1,0,0
259,54,741.47,1,0,0
335,56,741.531,1,0,0
279,58,741.598,1,0,0
184,65,741.854,1,0,0
132,70,742.026,1,0,0
177,71,742.057,1,0,0
191,72,742.093,1,0,0
154,72,742.117,1,0,0
186,74,742.163,1,0,0
216,75,742.201,1,0,0
184,76,742.263,1,0,0
167,77,742.271,1,0,0
170,78,742.304,1,0,0
171,78,742.331,1,0,0
171,79,742.359,1,0,0
191,80,742.387,1,0,0
158,88,742.672,1,0,0
172,92,742.797,1,0,0
197,94,742.897,1,0,0
81,100,743.083,1,0,0
264,101,743.121,1,0,0
271,110,743.441,1,0,0
154,117,743.694,1,0,0
275,120,743.786,1,0,0
147,126,744.001,1,0,0
274,126,744.019,1,0,0
56,128,744.072,1,0,0
220,131,744.176,1,0,0
332,132,744.22,1,0,0
220,133,744.247,1,0,0
228,133,744.271,1,0,0
57,134,744.28,1,0,0
196,139,744.457,1,0,0
242,140,744.495,1,0,0
244,143,744.601,1,0,0
177,144,744.646,1,0,0
334,144,744.663,1,0,0
303,146,744.71,1,0,0
135,148,744.8,1,0,0
334,150,744.849,1,0,0
320,150,744.873,1,0,0
278,152,744.92,1,0,0
178,152,744.935,1,0,0
337,154,744.987,1,0,0
295,154,745.013,1,0,0
30,155,745.021,1,0,0
189,157,745.097,1,0,0
226,157,745.107,1,0,0
342,158,745.149,1,0,0
247,162,745.272,1,0,0
208,164,745.364,1,0,0
25,166,745.437,1,0,0
237,167,745.443,1,0,0
29,167,745.452,1,0,0
200,171,745.587,1,0,0
259,172,745.619,1,0,0
213,174,745.7,1,0,0
224,179,745.891,1,0,0
217,182,745.977,1,0,0
224,184,746.042,1,0,0
196,187,746.149,1,0,0
148,188,746.184,1,0,0
224,188,746.19,1,0,0
197,190,746.273,1,0,0
146,191,746.298,1,0,0
312,194,746.398,1,0,0
288,196,746.481,1,0,0
282,198,746.545,1,0,0
299,198,746.556,1,0,0
184,200,746.607,1,0,0
184,205,746.787,1,0,0
226,207,746.854,1,0,0
240,211,746.993,1,0,0
127,214,747.118,1,0,0
102,215,747.16,1,0,0
148,216,747.175,1,0,0
192,216,747.187,1,0,0
195,220,747.32,1,0,0
183,220,747.342,1,0,0
200,224,747.454,1,0,0
204,226,747.525,1,0,0
180,232,747.766,1,0,0
327,236,747.883,1,0,0
183,236,747.903,1,0,0
119,241,748.082,1,0,0
115,242,748.104,1,0,0
116,244,748.171,1,0,0
76,214,768.315,0,0,0
244,9,770.601,1,0,0
296,14,770.747,1,0,0
199,14,770.769,1,0,0
146,24,771.124,1,0,0
151,26,771.185,1,0,0
264,27,771.21,1,0,0
54,29,771.287,1,0,0
224,35,771.491,1,0,0
302,40,771.669,1,0,0
213,42,771.764,1,0,0
32,48,771.956,1,0,0
183,62,772.466,1,0,0
208,69,772.698,1,0,0
207,71,772.778,1,0,0
267,85,773.281,1,0,0
269,96,773.664,1,0,0
344,121,774.549,1,0,0
169,126,774.703,1,0,0
88,135,775.017,1,0,0
82,142,775.276,1,0,0
289,149,775.516,1,0,0
31,154,775.699,1,0,0
335,158,775.833,1,0,0
72,158,775.855,1,0,0
95,165,776.083,1,0,0
98,165,776.104,1,0,0
242,166,776.112,1,0,0
240,166,776.12,1,0,0
220,173,776.359,1,0,0
171,174,776.407,1,0,0
215,177,776.514,1,0,0
264,187,776.867,1,0,0
102,188,776.886,1,0,0
222,189,776.922,1,0,0
119,191,776.997,1,0,0
215,191,776.997,1,0,0
24,191,777.015,1,0,0
264,192,777.034,1,0,0
39,192,777.048,1,0,0
317,197,777.211,1,0,0
95,198,777.245,1,0,0
266,198,777.26,1,0,0
111,200,777.315,1,0,0
100,205,777.515,1,0,0
201,206,777.538,1,0,0
69,208,777.6,1,0,0
271,213,777.779,1,0,0
85,218,777.953,1,0,0
86,223,778.13,1,0,0
272,228,778.297,1,0,0
146,229,778.332,1,0,0
188,6,779.787,1,0,0
85,15,780.093,1,0,0
123,21,780.322,1,0,0
104,22,780.33,1,0,0
102,22,780.354,1,0,0
65,23,780.366,1,0,0
77,26,780.47,1,0,0
153,27,780.512,1,0,0
310,28,780.551,1,0,0
227,29,780.601,1,0,0
215,31,780.665,1,0,0
286,32,780.697,1,0,0
175,37,780.863,1,0,0
279,37,780.871,1,0,0
127,38,780.898,1,0,0
75,39,780.932,1,0,0
311,40,780.966,1,0,0
277,44,781.106,1,0,0
246,45,781.14,1,0,0
81,45,781.145,1,0,0
171,46,781.185,1,0,0
288,47,781.213,1,0,0
262,48,781.245,1,0,0
128,48,781.25,1,0,0
271,48,781.25,1,0,0
41,48,781.261,1,0,0
244,54,781.457,1,0,0
107,54,781.466,1,0,0
330,55,781.516,1,0,0
179,61,781.708,1,0,0
94,62,781.74,1,0,0
40,63,781.776,1,0,0
212,64,781.811,1,0,0
328,64,781.838,1,0,0
207,65,781.866,1,0,0
173,66,781.88,1,0,0
331,68,781.959,1,0,0
206,69,781.991,1,0,0
204,70,782.031,1,0,0
172,71,782.06,1,0,0
110,71,782.081,1,0,0
164,72,782.118,1,0,0
144,73,782.131,1,0,0
145,73,782.152,1,0,0
96,75,782.217,1,0,0
88,77,782.268,1,0,0
188,78,782.303,1,0,0
23,78,782.311,1,0,0
178,78,782.321,1,0,0
340,80,782.377,1,0,0
15,80,782.403,1,0,0
310,83,782.508,1,0,0
51,86,782.584,1,0,0
168,86,782.592,1,0,0
190,90,782.729,1,0,0
63,92,782.812,1,0,0
149,93,782.837,1,0,0
176,96,782.965,1,0,0
254,104,783.224,1,0,0
50,107,783.331,1,0,0
248,107,783.339,1,0,0
96,112,783.513,1,0,0
167,114,783.574,1,0,0
318,114,783.581,1,0,0
318,115,783.613,1,0,0
309,115,783.625,1,0,0
332,116,783.647,1,0,0
38,127,784.032,1,0,0
273,128,784.073,1,0,0
214,132,784.228,1,0,0
304,133,784.269,1,0,0
204,80,784.358,1,0,0
244,138,784.423,1,0,0
242,138,784.442,1,0,0
242,141,784.525,1,0,0
88,142,784.569,1,0,0
268,144,784.649,1,0,0
244,144,784.659,1,0,0
239,146,784.716,1,0,0
237,151,784.879,1,0,0
307,151,784.886,1,0,0
60,151,784.908,1,0,0
284,156,785.081,1,0,0
224,157,785.097,1,0,0
215,157,785.112,1,0,0
204,158,785.137,1,0,0
232,160,785.206,1,0,0
124,162,785.279,1,0,0
233,163,785.304,1,0,0
124,165,785.376,1,0,0
71,166,785.41,1,0,0
63,166,785.418,1,0,0
95,167,785.458,1,0,0
104,167,785.458,1,0,0
91,168,785.478,1,0,0
288,172,785.627,1,0,0
319,176,785.76,1,0,0
304,177,785.805,1,0,0
223,178,785.84,1,0,0
235,179,785.872,1,0,0
238,179,785.884,1,0,0
218,181,785.954,1,0,0
225,183,786.038,1,0,0
76,190,786.256,1,0,0
221,191,786.294,1,0,0
222,192,786.333,1,0,0
221,194,786.4,1,0,0
167,195,786.431,1,0,0
178,201,786.652,1,0,0
55,206,786.843,1,0,0
180,207,786.873,1,0,0
51,208,786.893,1,0,0
52,210,786.963,1,0,0
272,211,786.993,1,0,0
56,214,787.101,1,0,0
114,216,787.19,1,0,0
302,217,787.23,1,0,0
141,228,787.624,1,0,0
272,241,788.081,1,0,0
60,246,788.243,1,0,0
223,32,791.052,1,0,0
286,3,810.37,1,0,0
83,4,810.401,1,0,0
122,5,810.439,1,0,0
279,6,810.485,1,0,0
192,14,810.752,1,0,0
272,31,811.37,1,0,0
239,36,811.536,1,0,0
246,37,811.579,1,0,0
139,39,811.64,1,0,0
285,40,811.69,1,0,0
192,56,812.24,1,0,0
288,71,812.771,1,0,0
254,77,812.973,1,0,0
112,79,813.052,1,0,0
165,95,813.617,1,0,0
201,96,813.658,1,0,0
32,48,813.789,1,0,0
239,104,813.928,1,0,0
325,106,813.994,1,0,0
227,144,814.226,1,0,0
92,117,814.391,1,0,0
221,122,814.556,1,0,0
233,122,814.587,1,0,0
195,124,814.629,1,0,0
104,125,814.672,1,0,0
220,125,814.688,1,0,0
109,126,814.704,1,0,0
222,132,814.93,1,0,0
222,133,814.96,1,0,0
288,135,815.04,1,0,0
208,136,815.051,1,0,0
259,144,815.355,1,0,0
257,147,815.444,1,0,0
336,151,815.589,1,0,0
286,152,815.628,1,0,0
296,156,815.758,1,0,0
42,156,815.766,1,0,0
219,158,815.831,1,0,0
60,160,815.923,1,0,0
159,168,816.182,1,0,0
36,171,816.293,1,0,0
83,181,816.664,1,0,0
255,184,816.758,1,0,0
46,186,816.834,1,0,0
95,192,817.032,1,0,0
196,194,817.111,1,0,0
154,199,817.288,1,0,0
103,206,817.532,1,0,0
140,207,817.569,1,0,0
182,208,817.594,1,0,0
175,210,817.669,1,0,0
80,211,817.712,1,0,0
86,220,818.02,1,0,0
256,221,818.054,1,0,0
147,221,818.068,1,0,0
179,224,818.162,1,0,0
79,214,818.307,0,0,0
262,230,818.365,1,0,0
240,238,818.653,1,0,0
48,256,819.29,1,0,0
293,5,819.731,1,0,0
331,5,819.74,1,0,0
250,5,819.76,1,0,0
99,6,819.784,1,0,0
141,9,819.885,1,0,0
175,11,819.97,1,0,0
87,12,819.981,1,0,0
159,13,820.024,1,0,0
187,14,820.06,1,0,0
183,14,820.074,1,0,0
136,16,820.118,1,0,0
263,16,820.145,1,0,0
211,17,820.163,1,0,0
76,214,820.26,0,0,0
147,21,820.309,1,0,0
191,22,820.341,1,0,0
293,24,820.398,1,0,0
103,24,820.428,1,0,0
207,25,820.436,1,0,0
56,27,820.516,1,0,0
176,28,820.541,1,0,0
95,29,820.593,1,0,0
149,30,820.619,1,0,0
219,31,820.652,1,0,0
215,32,820.684,1,0,0
149,32,820.709,1,0,0
230,38,820.893,1,0,0
235,38,820.906,1,0,0
228,40,820.966,1,0,0
191,44,821.105,1,0,0
232,46,821.177,1,0,0
40,46,821.18,1,0,0
28,46,821.196,1,0,0
49,47,821.21,1,0,0
106,47,821.223,1,0,0
24,52,821.389,1,0,0
195,54,821.465,1,0,0
333,55,821.496,1,0,0
39,56,821.552,1,0,0
220,58,821.613,1,0,0
20,61,821.708,1,0,0
219,61,821.73,1,0,0
98,70,822.036,1,0,0
248,71,822.066,1,0,0
281,72,822.113,1,0,0
153,73,822.143,1,0,0
139,76,822.243,1,0,0
199,78,822.312,1,0,0
155,80,822.393,1,0,0
254,85,822.554,1,0,0
253,90,822.752,1,0,0
167,93,822.837,1,0,0
161,95,822.91,1,0,0
280,100,823.102,1,0,0
66,103,823.193,1,0,0
151,50,823.369,1,0,0
69,110,823.434,1,0,0
259,110,823.463,1,0,0
144,113,823.544,1,0,0
48,118,823.742,1,0,0
80,119,823.76,1,0,0
210,125,823.975,1,0,0
216,127,824.047,1,0,0
71,131,824.173,1,0,0
55,134,824.286,1,0,0
343,136,824.354,1,0,0
98,136,824.366,1,0,0
236,140,824.509,1,0,0
315,143,824.597,1,0,0
285,144,824.636,1,0,0
124,148,824.776,1,0,0
251,148,824.799,1,0,0
222,149,824.813,1,0,0
133,149,824.822,1,0,0
303,150,824.855,1,0,0
223,151,824.893,1,0,0
136,154,824.985,1,0,0
8,156,825.064,1,0,0
141,157,825.091,1,0,0
168,158,825.136,1,0,0
264,158,825.152,1,0,0
314,159,825.16,1,0,0
0,159,825.165,1,0,0
264,159,825.191,1,0,0
264,160,825.196,1,0,0
329,160,825.203,1,0,0
234,161,825.252,1,0,0
161,164,825.345,1,0,0
47,164,825.355,1,0,0
56,164,825.368,1,0,0
119,165,825.383,1,0,0
265,165,825.383,1,0,0
185,166,825.409,1,0,0
118,167,825.443,1,0,0
267,167,825.453,1,0,0
340,167,825.461,1,0,0
168,168,825.478,1,0,0
211,168,825.487,1,0,0
174,171,825.583,1,0,0
263,171,825.585,1,0,0
207,172,825.623,1,0,0
64,173,825.657,1,0,0
212,173,825.668,1,0,0
269,174,825.696,1,0,0
63,175,825.754,1,0,0
147,176,825.764,1,0,0
310,176,825.782,1,0,0
88,176,825.791,1,0,0
226,179,825.867,1,0,0
223,179,825.884,1,0,0
297,180,825.9,1,0,0
306,181,825.939,1,0,0
142,182,825.973,1,0,0
243,182,825.978,1,0,0
241,182,825.989,1,0,0
282,183,826.03,1,0,0
299,184,826.052,1,0,0
88,184,826.072,1,0,0
300,185,826.098,1,0,0
304,187,826.149,1,0,0
69,188,826.185,1,0,0
128,188,826.196,1,0,0
305,188,826.196,1,0,0
89,188,826.213,1,0,0
151,189,826.219,1,0,0
158,189,826.231,1,0,0
153,190,826.257,1,0,0
8,190,826.283,1,0,0
154,191,826.29,1,0,0
161,191,826.306,1,0,0
299,192,826.339,1,0,0
92,192,826.354,1,0,0
101,198,826.543,1,0,0
160,199,826.575,1,0,0
257,204,826.759,1,0,0
261,206,826.823,1,0,0
81,208,826.89,1,0,0
62,208,826.903,1,0,0
216,213,827.072,1,0,0
213,214,827.127,1,0,0
143,220,827.32,1,0,0
137,223,827.434,1,0,0
264,243,828.141,1,0,0
77,215,833.315,1,0,0
248,2,850.351,1,0,0
240,6,850.471,1,0,0
251,7,850.503,1,0,0
344,7,850.525,1,0,0
46,18,850.895,1,0,0
211,19,850.933,1,0,0
129,19,850.943,1,0,0
183,22,851.037,1,0,0
223,32,851.366,1,0,0
32,36,851.53,1,0,0
168,36,851.539,1,0,0
159,38,851.617,1,0,0
159,40,851.679,1,0,0
152,43,851.782,1,0,0
91,61,852.407,1,0,0
332,61,852.418,1,0,0
215,71,852.766,1,0,0
170,71,852.787,1,0,0
275,73,852.832,1,0,0
344,77,852.988,1,0,0
148,80,853.099,1,0,0
171,81,853.118,1,0,0
143,85,853.252,1,0,0
142,85,853.258,1,0,0
79,85,853.279,1,0,0
153,99,853.752,1,0,0
148,101,853.843,1,0,0
157,103,853.89,1,0,0
50,104,853.948,1,0,0
197,110,854.14,1,0,0
143,118,854.423,1,0,0
93,120,854.496,1,0,0
243,121,854.54,1,0,0
122,126,854.702,1,0,0
159,126,854.713,1,0,0
57,127,854.755,1,0,0
203,133,854.972,1,0,0
204,80,855.012,1,0,0
132,138,855.129,1,0,0
202,158,855.836,1,0,0
238,160,855.905,1,0,0
10,136,855.96,1,0,0
204,174,856.392,1,0,0
270,180,856.611,1,0,0
175,191,857.003,1,0,0
94,204,857.454,1,0,0
94,208,857.602,1,0,0
200,212,857.749,1,0,0
108,213,857.773,1,0,0
169,216,857.9,1,0,0
139,218,857.952,1,0,0
125,222,858.083,1,0,0
126,223,858.147,1,0,0
197,238,858.656,1,0,0
24,246,858.941,1,0,0
203,254,859.227,1,0,0
135,3,859.658,1,0,0
60,3,859.688,1,0,0
158,4,859.695,1,0,0
184,6,859.765,1,0,0
152,6,859.785,1,0,0
224,8,859.844,1,0,0
307,14,860.071,1,0,0
295,16,860.12,1,0,0
247,19,860.228,1,0,0
291,21,860.304,1,0,0
330,22,860.335,1,0,0
76,23,860.382,1,0,0
162,28,860.546,1,0,0
161,30,860.641,1,0,0
294,32,860.704,1,0,0
292,36,860.822,1,0,0
208,38,860.9,1,0,0
74,39,860.939,1,0,0
287,40,860.97,1,0,0
48,42,861.035,1,0,0
55,42,861.06,1,0,0
256,44,861.131,1,0,0
328,45,861.143,1,0,0
236,46,861.202,1,0,0
26,47,861.213,1,0,0
205,47,861.223,1,0,0
32,48,861.247,1,0,0
234,50,861.338,1,0,0
40,53,861.422,1,0,0
269,54,861.475,1,0,0
159,55,861.5,1,0,0
119,56,861.527,1,0,0
179,57,861.58,1,0,0
218,60,861.689,1,0,0
114,61,861.712,1,0,0
66,63,861.781,1,0,0
272,63,861.804,1,0,0
313,64,861.81,1,0,0
234,68,861.958,1,0,0
237,70,862.023,1,0,0
19,73,862.128,1,0,0
320,79,862.346,1,0,0
133,80,862.398,1,0,0
26,82,862.464,1,0,0
39,83,862.482,1,0,0
96,87,862.62,1,0,0
191,87,862.643,1,0,0
178,88,862.684,1,0,0
327,93,862.845,1,0,0
54,95,862.904,1,0,0
271,95,862.932,1,0,0
69,96,862.938,1,0,0
16,96,862.945,1,0,0
327,97,862.994,1,0,0
215,101,863.119,1,0,0
264,102,863.163,1,0,0
39,102,863.178,1,0,0
42,103,863.185,1,0,0
287,108,863.369,1,0,0
311,109,863.406,1,0,0
190,112,863.506,1,0,0
72,112,863.529,1,0,0
320,114,863.575,1,0,0
67,116,863.651,1,0,0
127,116,863.671,1,0,0
134,119,863.755,1,0,0
96,125,863.966,1,0,0
222,127,864.044,1,0,0
168,131,864.189,1,0,0
149,133,864.245,1,0,0
206,133,864.252,1,0,0
205,135,864.314,1,0,0
204,135,864.325,1,0,0
115,137,864.384,1,0,0
288,141,864.53,1,0,0
161,141,864.545,1,0,0
247,142,864.574,1,0,0
168,142,864.592,1,0,0
288,143,864.612,1,0,0
322,152,864.929,1,0,0
236,156,865.065,1,0,0
235,160,865.203,1,0,0
108,162,865.274,1,0,0
264,166,865.416,1,0,0
215,180,865.91,1,0,0
211,183,866.009,1,0,0
230,183,866.038,1,0,0
10,136,866.218,1,0,0
31,190,866.258,1,0,0
203,191,866.288,1,0,0
29,191,866.301,1,0,0
80,192,866.338,1,0,0
300,199,866.576,1,0,0
115,200,866.61,1,0,0
303,202,866.695,1,0,0
304,204,866.749,1,0,0
243,206,866.82,1,0,0
319,206,866.82,1,0,0
117,216,867.174,1,0,0
213,218,867.271,1,0,0
151,220,867.316,1,0,0
284,224,867.455,1,0,0
198,226,867.524,1,0,0
205,226,867.547,1,0,0
180,230,867.668,1,0,0
134,232,867.745,1,0,0
134,233,867.787,1,0,0
68,248,868.305,1,0,0
259,11,890.657,1,0,0
147,19,890.923,1,0,0
149,22,891.033,1,0,0
328,29,891.283,1,0,0
223,32,891.394,1,0,0
199,37,891.569,1,0,0
224,39,891.635,1,0,0
262,39,891.651,1,0,0
181,52,892.107,1,0,0
183,56,892.229,1,0,0
248,58,892.317,1,0,0
181,59,892.345,1,0,0
204,62,892.448,1,0,0
183,63,892.488,1,0,0
151,50,893.097,1,0,0
16,83,893.184,1,0,0
309,84,893.225,1,0,0
303,88,893.374,1,0,0
234,96,893.638,1,0,0
18,96,893.67,1,0,0
147,100,893.796,1,0,0
52,102,893.864,1,0,0
329,103,893.895,1,0,0
142,104,893.923,1,0,0
269,107,894.029,1,0,0
141,108,894.089,1,0,0
141,110,894.14,1,0,0
216,111,894.175,1,0,0
218,112,894.224,1,0,0
110,115,894.334,1,0,0
159,132,894.919,1,0,0
177,133,894.953,1,0,0
224,134,894.988,1,0,0
247,134,894.988,1,0,0
149,135,895.016,1,0,0
246,135,895.027,1,0,0
80,215,895.148,1,0,0
139,139,895.179,1,0,0
222,141,895.235,1,0,0
39,148,895.488,1,0,0
86,151,895.587,1,0,0
59,152,895.618,1,0,0
88,152,895.619,1,0,0
94,158,895.826,1,0,0
112,159,895.868,1,0,0
242,159,895.876,1,0,0
165,162,895.975,1,0,0
159,164,896.045,1,0,0
44,166,896.131,1,0,0
44,167,896.155,1,0,0
231,176,896.483,1,0,0
189,186,896.823,1,0,0
185,190,896.964,1,0,0
256,192,897.034,1,0,0
208,196,897.179,1,0,0
263,196,897.196,1,0,0
228,197,897.219,1,0,0
271,198,897.239,1,0,0
213,198,897.248,1,0,0
207,198,897.262,1,0,0
200,199,897.272,1,0,0
266,199,897.303,1,0,0
196,200,897.324,1,0,0
192,202,897.389,1,0,0
275,212,897.74,1,0,0
183,212,897.761,1,0,0
111,214,897.802,1,0,0
106,215,897.848,1,0,0
209,224,898.179,1,0,0
111,232,898.446,1,0,0
283,246,898.942,1,0,0
286,251,899.124,1,0,0
189,257,899.338,1,0,0
201,3,899.67,1,0,0
214,4,899.693,1,0,0
157,4,899.709,1,0,0
185,4,899.718,1,0,0
238,5,899.73,1,0,0
308,6,899.771,1,0,0
333,6,899.789,1,0,0
306,7,899.802,1,0,0
61,8,899.834,1,0,0
199,8,899.846,1,0,0
191,8,899.863,1,0,0
193,9,899.874,1,0,0
297,13,900.012,1,0,0
216,14,900.073,1,0,0
167,15,900.095,1,0,0
303,16,900.124,1,0,0
186,16,900.146,1,0,0
295,17,900.155,1,0,0
291,18,900.188,1,0,0
294,20,900.258,1,0,0
233,21,900.292,1,0,0
64,22,900.328,1,0,0
211,22,900.333,1,0,0
212,22,900.341,1,0,0
193,23,900.363,1,0,0
104,23,900.373,1,0,0
195,23,900.393,1,0,0
311,24,900.399,1,0,0
279,24,900.406,1,0,0
132,26,900.477,1,0,0
306,27,900.506,1,0,0
226,28,900.541,1,0,0
268,29,900.577,1,0,0
30,29,900.6,1,0,0
228,30,900.611,1,0,0
43,31,900.647,1,0,0
155,32,900.682,1,0,0
279,32,900.697,1,0,0
68,32,900.709,1,0,0
