col0,col1,col2
135,67,2101
119,68,2101
273,68,2101
182,69,2101
249,69,2102
247,69,2102
119,70,2102
324,70,2102
116,71,2102
60,71,2102
331,71,2102
65,72,2102
79,72,2102
135,76,2102
263,77,2102
66,77,2102
142,78,2102
224,78,2102
92,79,2102
152,84,2102
13,85,2102
200,85,2102
149,86,2102
144,86,2102
208,86,2102
189,88,2102
255,92,2102
261,93,2102
56,95,2102
104,96,2102
244,99,2103
166,101,2103
224,103,2103
298,108,2103
279,108,2103
91,108,2103
88,109,2103
91,109,2103
304,110,2103
198,111,2103
196,112,2103
294,114,2103
196,119,2103
340,119,2103
106,120,2103
53,120,2103
283,122,2103
69,123,2103
104,124,2103
177,124,2103
175,125,2103
79,126,2104
63,127,2104
247,135,2104
130,135,2104
249,136,2104
240,136,2104
252,139,2104
303,140,2104
159,141,2104
33,142,2104
219,142,2104
217,143,2104
36,143,2104
325,144,2104
155,144,2104
219,144,2104
71,146,2104
168,148,2104
325,148,2104
184,149,2104
43,149,2104
152,150,2104
179,151,2104
157,152,2104
172,156,2105
175,156,2105
171,157,2105
74,106,2105
153,158,2105
300,159,2105
88,160,2105
261,166,2105
48,167,2105
77,194,2105
143,173,2105
40,176,2105
76,196,2105
43,180,2105
234,182,2105
103,191,2106
51,192,2106
80,196,2106
76,197,2106
192,199,2106
80,206,2106
221,207,2106
217,208,2106
146,221,2107
62,223,2107
101,224,2107
62,224,2107
75,195,2107
199,231,2107
219,239,2107
188,246,2108
77,195,2111
77,194,2112
75,194,2112
76,194,2112
75,195,2114
76,195,2116
77,195,2117
78,194,2117
77,194,2117
78,195,2118
79,194,2119
78,196,2119
76,194,2119
78,193,2119
79,196,2121
78,194,2123
77,194,2123
77,195,2123
79,193,2124
76,195,2128
75,195,2128
75,193,2129
191,4,2130
284,10,2130
78,195,2130
78,194,2130
175,22,2131
263,26,2131
108,46,2131
154,47,2131
76,56,2132
160,61,2132
79,195,2132
216,69,2132
292,70,2132
191,74,2132
143,76,2132
141,79,2133
117,100,2133
175,107,2134
208,111,2134
290,118,2134
257,124,2134
320,135,2135
157,151,2135
45,152,2135
242,157,2135
102,171,2136
31,172,2136
136,183,2136
117,183,2136
183,197,2137
187,197,2137
74,202,2137
188,223,2138
60,225,2138
77,194,2138
244,234,2138
226,240,2138
253,251,2139
77,193,2139
72,11,2139
78,193,2140
147,19,2140
272,22,2140
92,23,2140
135,24,2140
78,194,2140
75,194,2140
130,26,2140
155,28,2140
95,31,2140
228,32,2140
152,32,2140
54,35,2140
50,36,2140
120,38,2140
48,39,2140
117,40,2140
109,43,2141
119,44,2141
243,45,2141
32,46,2141
109,47,2141
255,49,2141
24,52,2141
276,54,2141
18,55,2141
153,56,2141
152,56,2141
199,65,2141
320,66,2141
156,70,2142
151,71,2142
306,72,2142
308,72,2142
305,73,2142
104,74,2142
32,48,2142
311,75,2142
169,79,2142
27,84,2142
204,84,2142
120,85,2142
185,86,2142
9,88,2142
56,93,2142
18,96,2142
177,102,2143
126,104,2143
172,106,2143
123,108,2143
136,118,2143
141,120,2143
119,121,2143
76,195,2143
126,124,2143
122,124,2143
80,125,2143
88,128,2144
340,128,2144
339,130,2144
183,141,2144
225,142,2144
185,147,2144
32,148,2144
55,149,2144
330,150,2144
47,150,2144
41,152,2144
48,155,2145
252,155,2145
248,156,2145
252,156,2145
75,193,2145
78,194,2145
248,166,2145
256,168,2145
203,171,2145
98,172,2145
59,178,2145
77,193,2145
75,182,2145
54,183,2146
255,190,2146
76,193,2146
236,191,2146
247,194,2146
77,195,2146
79,195,2146
280,199,2146
29,199,2146
53,201,2146
325,203,2146
32,206,2146
127,207,2146
121,211,2146
205,211,2147
244,214,2147
252,216,2147
201,216,2147
110,218,2147
237,219,2147
68,221,2147
72,224,2147
329,231,2147
207,232,2147
77,194,2147
273,246,2148
79,193,2148
90,248,2148
75,194,2148
78,193,2149
75,192,2150
78,194,2150
77,194,2154
77,193,2154
76,194,2155
79,192,2156
78,193,2157
77,192,2158
79,194,2159
76,194,2162
75,192,2168
79,194,2168
77,192,2168
80,192,2169
75,193,2169
78,193,2169
77,193,2170
240,2,2170
120,5,2170
256,6,2170
122,6,2170
260,6,2170
46,15,2170
96,15,2170
304,16,2170
207,19,2170
238,20,2170
239,21,2170
164,22,2171
54,29,2171
90,31,2171
118,32,2171
319,71,2172
272,78,2173
139,102,2173
96,112,2174
280,117,2174
77,192,2174
167,128,2174
107,135,2175
264,136,2175
270,139,2175
78,193,2175
128,143,2175
251,143,2175
228,147,2175
140,148,2175
227,152,2175
77,193,2175
315,159,2175
184,163,2176
96,167,2176
203,170,2176
81,174,2176
124,175,2176
237,177,2176
76,192,2176
79,192,2176
246,179,2176
96,184,2176
243,191,2177
206,200,2177
58,211,2177
158,215,2177
75,193,2178
230,238,2178
77,192,2179
197,2,2179
144,4,2179
104,5,2179
88,5,2179
112,8,2179
120,9,2179
266,12,2179
257,14,2180
279,14,2180
61,15,2180
344,18,2180
78,192,2180
176,22,2180
206,22,2180
236,22,2180
267,23,2180
75,192,2180
54,23,2180
227,24,2180
328,27,2180
294,29,2180
99,30,2180
275,30,2180
88,34,2180
309,35,2180
156,37,2180
84,38,2180
275,38,2180
303,40,2180
272,46,2181
135,47,2181
298,47,2181
27,52,2181
139,52,2181
214,54,2181
264,58,2181
175,60,2181
77,193,2181
173,62,2181
67,64,2181
133,67,2181
69,71,2182
295,72,2182
201,75,2182
295,76,2182
78,193,2182
75,191,2182
119,88,2182
135,88,2182
153,96,2182
143,101,2183
141,103,2183
332,104,2183
205,104,2183
57,108,2183
119,110,2183
248,111,2183
286,119,2183
144,120,2183
222,120,2183
184,120,2183
183,124,2183
280,125,2183
144,127,2184
76,193,2184
104,132,2184
219,134,2184
291,135,2184
119,136,2184
192,138,2184
152,138,2184
127,138,2184
231,142,2184
226,143,2184
85,143,2184
33,144,2184
36,144,2184
90,145,2184
172,147,2184
289,148,2184
64,150,2184
190,150,2184
33,152,2184
253,156,2185
48,157,2185
297,158,2185
251,159,2185
266,159,2185
304,160,2185
326,160,2185
228,164,2185
78,192,2185
257,166,2185
141,168,2185
294,168,2185
172,171,2185
77,171,2185
271,173,2185
243,173,2185
78,174,2185
155,176,2185
156,178,2185
336,178,2185
61,180,2185
120,180,2185
82,181,2185
77,182,2185
117,184,2186
223,187,2186
76,192,2186
89,192,2186
87,192,2186
305,194,2186
183,196,2186
270,196,2186
177,200,2186
240,202,2186
133,203,2186
79,191,2186
79,192,2187
195,215,2187
77,192,2187
174,221,2187
310,223,2187
160,230,2187
237,235,2187
78,191,2187
32,48,2190
76,193,2192
77,191,2193
77,193,2194
75,192,2194
77,192,2201
75,192,2202
78,191,2202
76,191,2204
78,192,2204
75,191,2205
77,192,2206
77,191,2207
79,193,2208
76,192,2209
78,191,2209
79,191,2209
78,192,2209
71,4,2210
152,7,2210
164,16,2210
159,20,2210
184,26,2211
224,27,2211
184,29,2211
255,29,2211
248,30,2211
222,30,2211
208,32,2211
100,36,2211
158,43,2211
108,48,2211
39,52,2212
149,54,2212
79,55,2212
54,60,2212
247,64,2212
72,71,2212
100,73,2212
167,80,2213
79,192,2213
276,84,2213
203,86,2213
76,191,2213
232,88,2213
147,94,2213
112,95,2213
122,102,2213
152,102,2213
78,190,2213
121,103,2213
162,107,2214
155,108,2214
263,109,2214
258,111,2214
165,112,2214
160,116,2214
71,116,2214
108,119,2214
329,119,2214
282,123,2214
288,125,2214
177,126,2214
111,127,2214
179,128,2214
17,132,2214
76,192,2214
24,134,2215
342,135,2215
231,136,2215
338,136,2215
340,136,2215
226,139,2215
227,141,2215
189,142,2215
187,143,2215
35,146,2215
33,148,2215
196,149,2215
48,150,2215
156,150,2215
34,150,2215
151,155,2215
263,156,2215
268,157,2215
335,157,2215
255,159,2215
231,162,2215
78,191,2215
73,163,2216
279,166,2216
60,171,2216
75,192,2216
123,181,2216
40,181,2216
121,183,2216
72,184,2216
271,187,2216
276,187,2216
133,190,2216
25,191,2216
49,191,2217
78,192,2217
184,192,2217
71,195,2217
244,196,2217
297,205,2217
83,206,2217
280,209,2217
284,212,2217
63,214,2217
71,215,2217
128,215,2217
80,219,2217
83,219,2218
250,221,2218
186,221,2218
127,222,2218
183,224,2218
263,226,2218
241,227,2218
283,232,2218
287,240,2218
311,245,2218
263,3,2219
298,3,2219
68,6,2219
341,16,2220
176,20,2220
42,21,2220
158,21,2220
292,22,2220
276,24,2220
261,28,2220
264,30,2220
150,31,2220
269,32,2220
79,192,2220
66,37,2220
309,40,2220
23,40,2220
20,43,2221
304,44,2221
294,44,2221
39,45,2221
203,47,2221
307,47,2221
335,48,2221
58,49,2221
151,50,2221
59,53,2221
233,54,2221
226,55,2221
298,61,2221
230,64,2221
165,70,2222
202,71,2222
163,72,2222
132,74,2222
130,75,2222
141,76,2222
206,77,2222
337,77,2222
280,78,2222
76,192,2222
140,78,2222
214,80,2222
160,83,2222
180,84,2222
210,85,2222
96,85,2222
208,88,2222
34,93,2222
35,94,2222
33,96,2222
36,98,2223
137,100,2223
32,101,2223
196,101,2223
204,80,2223
103,104,2223
315,106,2223
64,108,2223
154,109,2223
63,110,2223
77,192,2223
247,111,2223
142,115,2223
151,121,2223
67,125,2223
343,127,2224
281,128,2224
286,132,2224
252,138,2224
127,139,2224
156,144,2224
287,144,2224
135,149,2224
93,152,2224
117,152,2224
255,152,2224
117,154,2224
254,156,2225
182,157,2225
75,190,2225
180,158,2225
227,159,2225
80,160,2225
96,160,2225
81,161,2225
55,164,2225
34,166,2225
51,168,2225
313,175,2225
140,183,2226
66,183,2226
80,190,2226
86,186,2226
81,187,2226
104,188,2226
110,189,2226
231,191,2226
80,192,2226
274,192,2226
271,192,2226
276,193,2226
266,196,2226
81,200,2226
197,206,2226
71,208,2226
257,208,2226
41,213,2227
160,216,2227
166,222,2227
183,222,2227
239,230,2227
118,230,2227
114,232,2227
75,191,2228
77,190,2231
78,191,2232
77,190,2237
76,191,2237
76,190,2237
78,191,2237
78,190,2240
223,32,2240
75,191,2241
79,192,2242
77,190,2243
77,191,2243
76,191,2245
75,189,2245
78,191,2246
78,190,2246
79,191,2250
77,189,2251
74,49,2252
233,52,2252
290,56,2252
177,60,2252
252,66,2252
118,70,2252
230,76,2252
339,80,2253
262,81,2253
32,48,2253
80,191,2253
151,87,2253
141,88,2253
186,88,2253
144,90,2253
91,90,2253
78,189,2253
94,94,2253
161,95,2253
284,95,2253
202,98,2253
230,104,2253
69,104,2253
72,105,2253
284,106,2254
75,110,2254
287,112,2254
206,112,2254
199,113,2254
19,114,2254
112,116,2254
175,118,2254
117,127,2254
63,148,2255
128,150,2255
45,152,2255
40,152,2255
299,154,2255
167,156,2255
167,159,2255
194,160,2255
156,184,2256
44,190,2256
169,192,2257
61,192,2257
63,195,2257
118,195,2257
117,199,2257
195,200,2257
127,200,2257
321,202,2257
104,203,2257
41,204,2257
45,205,2257
271,206,2257
197,207,2257
287,207,2257
294,208,2257
244,213,2257
152,215,2257
111,215,2257
72,216,2257
192,220,2258
199,220,2258
162,222,2258
55,223,2258
300,223,2258
197,224,2258
71,226,2258
192,226,2258
250,227,2258
254,231,2258
233,232,2258
135,235,2258
240,236,2258
89,237,2258
138,238,2258
148,239,2258
271,2,2259
94,4,2259
328,6,2259
37,7,2259
40,12,2260
183,18,2260
80,189,2260
175,28,2260
254,29,2260
256,30,2260
310,30,2260
76,189,2260
282,32,2260
264,32,2260
267,33,2260
119,34,2260
77,189,2260
241,44,2261
90,47,2261
310,48,2261
258,49,2261
22,50,2261
37,51,2261
320,51,2261
24,52,2261
259,55,2261
64,55,2261
99,56,2261
254,56,2261
32,57,2261
96,58,2261
251,58,2261
34,58,2261
209,60,2261
110,60,2261
39,61,2261
298,62,2261
229,64,2261
154,64,2261
229,65,2261
153,66,2261
21,67,2261
112,68,2261
14,69,2262
39,70,2262
19,70,2262
204,71,2262
238,72,2262
316,72,2262
87,74,2262
266,76,2262
255,76,2262
126,78,2262
84,80,2262
270,80,2262
328,81,2262
136,84,2262
24,85,2262
281,85,2262
81,85,2262
180,87,2262
146,88,2262
177,88,2262
184,88,2262
12,88,2262
150,89,2262
13,90,2262
164,90,2262
60,92,2262
51,93,2262
175,94,2262
251,95,2262
153,95,2262
236,96,2262
75,190,2262
172,96,2262
157,96,2262
194,98,2263
235,99,2263
192,100,2263
235,102,2263
174,102,2263
5,102,2263
237,103,2263
301,104,2263
304,105,2263
39,106,2263
55,107,2263
56,107,2263
166,108,2263
48,109,2263
181,110,2263
193,111,2263
167,112,2263
163,112,2263
138,112,2263
178,114,2263
140,116,2263
118,116,2263
144,118,2263
256,122,2263
47,124,2263
335,124,2263
104,127,2264
53,128,2264
169,128,2264
78,132,2264
60,134,2264
206,135,2264
106,139,2264
315,143,2264
148,144,2264
78,190,2264
80,148,2264
309,150,2264
77,190,2264
297,152,2264
119,155,2265
303,155,2265
156,157,2265
99,158,2265
59,159,2265
157,160,2265
262,160,2265
78,189,2265
153,160,2265
255,164,2265
339,165,2265
160,167,2265
211,167,2265
291,168,2265
74,168,2265
78,169,2265
89,169,2265
71,173,2265
95,174,2265
95,175,2265
74,175,2265
231,175,2265
269,176,2265
25,179,2265
268,180,2265
175,183,2266
195,184,2266
293,184,2266
267,184,2266
197,184,2266
290,185,2266
117,188,2266
142,189,2266
157,189,2266
266,189,2266
266,190,2266
79,191,2266
265,191,2266
255,191,2266
154,192,2266
157,193,2266
201,195,2266
96,196,2266
262,198,2266
172,199,2266
257,199,2266
316,200,2266
111,200,2266
317,200,2266
110,201,2266
32,205,2266
289,205,2266
24,206,2266
34,206,2266
160,206,2266
38,207,2266
318,208,2266
296,208,2266
212,208,2266
77,189,2266
300,209,2266
293,211,2267
324,212,2267
210,214,2267
176,214,2267
293,214,2267
181,215,2267
205,216,2267
32,222,2267
35,222,2267
202,223,2267
36,224,2267
106,226,2267
40,227,2267
200,229,2267
152,231,2267
120,232,2267
128,235,2267
119,238,2267
266,239,2267
161,240,2268
82,244,2268
303,246,2268
236,250,2268
76,189,2269
77,190,2270
78,189,2271
75,189,2271
79,189,2272
77,189,2274
76,190,2274
78,190,2274
79,190,2274
79,188,2275
77,191,2281
78,190,2285
79,190,2285
75,189,2286
75,188,2287
76,188,2289
78,188,2290
194,4,2290
306,4,2290
223,6,2290
200,10,2290
201,12,2290
68,14,2290
158,16,2290
212,23,2291
208,28,2291
207,28,2291
204,29,2291
77,189,2291
155,30,2291
309,39,2291
229,40,2291
233,42,2291
231,44,2291
225,45,2291
180,47,2291
180,48,2291
180,49,2291
343,63,2292
212,71,2292
198,76,2292
77,188,2293
336,87,2293
282,88,2293
279,90,2293
225,93,2293
114,94,2293
273,95,2293
176,102,2293
178,103,2293
303,103,2293
48,107,2294
270,108,2294
127,109,2294
326,109,2294
39,118,2294
302,120,2294
296,125,2294
272,125,2294
80,126,2294
80,190,2295
237,140,2295
136,140,2295
216,141,2295
135,147,2295
39,151,2295
190,168,2296
79,188,2296
247,172,2296
106,174,2296
173,179,2296
46,186,2296
80,186,2296
77,189,2296
75,189,2296
115,189,2296
82,190,2296
31,190,2296
131,191,2297
203,192,2297
294,194,2297
205,196,2297
78,188,2297
291,198,2297
141,199,2297
187,206,2297
238,214,2297
41,216,2297
40,221,2298
106,221,2298
108,222,2298
239,227,2298
77,188,2298
34,240,2298
76,188,2298
76,189,2299
152,257,2299
195,2,2299
167,4,2299
274,5,2299
223,8,2299
178,8,2299
62,8,2299
203,10,2299
236,13,2300
176,14,2300
223,14,2300
192,16,2300
231,16,2300
195,19,2300
78,189,2300
198,21,2300
136,21,2300
62,22,2300
306,23,2300
240,24,2300
155,26,2300
248,27,2300
268,28,2300
247,28,2300
62,30,2300
176,31,2300
179,32,2300
259,38,2300
250,39,2300
85,40,2300
150,40,2300
272,42,2301
102,47,2301
32,48,2301
267,48,2301
98,49,2301
263,52,2301
246,53,2301
39,54,2301
55,56,2301
215,62,2301
137,68,2301
176,68,2301
138,72,2302
280,72,2302
279,76,2302
311,76,2302
142,77,2302
85,79,2302
79,189,2302
223,82,2302
224,83,2302
13,84,2302
78,188,2302
71,86,2302
251,88,2302
223,32,2302
250,91,2302
147,95,2302
177,100,2303
160,102,2303
219,102,2303
124,108,2303
75,111,2303
89,112,2303
77,189,2303
122,112,2303
208,116,2303
144,117,2303
86,117,2303
322,125,2303
342,125,2303
165,126,2304
85,127,2304
333,128,2304
87,128,2304
204,80,2304
75,187,2304
343,131,2304
127,132,2304
298,134,2304
157,134,2304
320,135,2304
228,136,2304
333,138,2304
154,142,2304
214,143,2304
71,144,2304
179,144,2304
77,188,2304
67,147,2304
230,149,2304
261,150,2304
119,151,2304
71,151,2304
65,152,2304
72,153,2304
79,188,2305
59,160,2305
342,166,2305
234,111,2305
102,166,2305
131,166,2305
105,171,2305
222,171,2305
68,172,2305
160,175,2305
173,176,2305
41,181,2305
80,183,2306
76,192,2306
28,206,2306
296,207,2306
154,214,2307
276,219,2307
134,220,2307
73,227,2307
174,231,2307
140,232,2307
224,236,2307
174,243,2308
76,246,2308
78,189,2308
6,249,2308
25,255,2308
39,256,2308
78,188,2309
80,187,2309
79,187,2311
78,187,2311
79,189,2311
76,187,2311
80,189,2312
10,136,2315
93,58,2321
77,189,2322
77,188,2322
77,187,2323
78,188,2324
76,187,2326
77,188,2327
79,188,2327
78,187,2328
78,188,2328
77,187,2329
176,4,2330
198,6,2330
279,8,2330
79,187,2330
44,23,2331
253,24,2331
255,28,2331
208,36,2331
146,40,2331
130,40,2331
334,44,2331
147,44,2331
336,47,2331
134,48,2331
147,48,2331
231,51,2332
71,61,2332
76,188,2332
77,188,2332
224,71,2332
134,71,2332
121,72,2332
130,76,2332
265,78,2333
78,188,2333
228,88,2333
242,96,2333
142,100,2333
132,104,2333
288,110,2334
245,112,2334
246,115,2334
269,116,2334
160,117,2334
183,224,2334
76,186,2334
283,122,2334
279,124,2334
166,127,2334
195,134,2334
78,187,2335
79,186,2335
79,188,2335
90,152,2335
90,154,2335
87,154,2335
75,186,2335
197,158,2335
175,159,2335
23,167,2336
121,174,2336
220,174,2336
57,175,2336
100,177,2336
66,178,2336
28,181,2336
40,182,2336
181,183,2336
156,186,2336
76,189,2336
224,189,2336
296,191,2336
256,191,2337
244,198,2337
24,216,2337
66,223,2338
67,224,2338
135,234,2338
132,236,2338
166,6,2339
123,7,2339
86,14,2340
186,14,2340
80,186,2340
142,14,2340
188,15,2340
260,19,2340
157,20,2340
257,21,2340
152,22,2340
177,30,2340
324,30,2340
64,31,2340
144,31,2340
246,32,2340
308,35,2340
76,188,2340
185,36,2340
280,37,2340
149,39,2340
274,40,2340
329,40,2340
334,43,2341
199,44,2341
103,44,2341
182,46,2341
23,47,2341
231,48,2341
77,188,2341
191,51,2341
232,52,2341
126,52,2341
151,53,2341
42,54,2341
239,54,2341
264,54,2341
193,56,2341
160,58,2341
162,60,2341
163,62,2341
65,63,2341
189,64,2341
165,64,2341
311,68,2341
128,69,2341
275,70,2342
308,70,2342
303,70,2342
47,77,2342
38,79,2342
288,80,2342
51,84,2342
150,88,2342
344,91,2342
153,94,2342
47,95,2342
186,101,2343
110,109,2343
182,111,2343
226,112,2343
119,112,2343
258,119,2343
131,120,2343
169,120,2343
313,126,2344
61,128,2344
144,131,2344
61,134,2344
182,142,2344
321,144,2344
332,147,2344
336,152,2344
136,156,2345
153,157,2345
75,159,2345
138,160,2345
83,161,2345
264,172,2345
255,173,2345
267,176,2345
41,176,2345
262,181,2345
22,182,2345
89,184,2346
66,184,2346
75,188,2346
96,189,2346
175,189,2346
200,190,2346
118,190,2346
315,191,2346
156,195,2346
160,199,2346
159,200,2346
294,200,2346
328,214,2347
77,186,2347
153,220,2347
308,221,2347
153,224,2347
160,229,2347
232,229,2347
222,231,2347
228,240,2348
170,246,2348
50,251,2348
22,254,2348
79,188,2348
79,186,2353
78,186,2353
80,187,2354
77,186,2354
78,187,2355
80,188,2355
77,187,2357
78,187,2360
77,186,2360
76,186,2360
76,187,2361
79,187,2361
79,186,2363
77,187,2363
75,185,2363
76,185,2364
79,185,2364
75,187,2364
78,186,2365
78,185,2366
78,187,2367
77,185,2369
247,20,2370
206,34,2371
79,187,2371
104,46,2371
197,47,2371
80,187,2372
151,50,2372
218,51,2372
76,187,2372
295,56,2372
97,61,2372
287,62,2372
238,73,2372
204,80,2373
235,87,2373
192,91,2373
1,96,2373
239,103,2373
305,107,2374
190,108,2374
305,112,2374
308,120,2374
124,126,2374
210,128,2374
186,128,2374
218,131,2374
77,135,2375
317,138,2375
149,139,2375
312,140,2375
227,141,2375
195,143,2375
277,144,2375
144,156,2375
90,160,2375
166,167,2376
91,167,2376
159,168,2376
303,184,2376
119,186,2376
118,187,2376
78,189,2376
148,189,2376
84,191,2376
248,192,2377
195,195,2377
118,198,2377
219,200,2377
177,203,2377
184,204,2377
190,207,2377
106,207,2377
200,212,2377
224,255,2377
230,238,2378
144,245,2378
223,248,2379
238,8,2379
208,10,2379
260,14,2380
185,18,2380
121,20,2380
183,24,2380
126,24,2380
123,28,2380
158,30,2380
138,31,2380
120,32,2380
126,34,2380
302,35,2380
300,36,2380
174,37,2380
90,44,2381
171,44,2381
341,46,2381
263,48,2381
273,48,2381
274,49,2381
274,50,2381
1,52,2381
86,53,2381
75,54,2381
227,56,2381
204,58,2381
261,60,2381
204,60,2381
40,61,2381
103,62,2381
98,64,2381
290,67,2381
111,67,2381
54,68,2381
176,71,2382
101,72,2382
95,72,2382
302,77,2382
78,185,2382
55,88,2382
208,91,2382
77,185,2382
80,186,2383
225,100,2383
312,100,2383
80,102,2383
84,104,2383
312,104,2383
220,113,2383
223,113,2383
173,118,2383
294,125,2383
250,130,2384
253,133,2384
77,186,2384
280,136,2384
173,137,2384
169,140,2384
287,141,2384
183,142,2384
333,142,2384
168,143,2384
165,144,2384
152,145,2384
166,151,2384
253,157,2385
79,185,2385
34,158,2385
291,165,2385
148,166,2385
75,172,2385
131,175,2385
300,175,2385
64,176,2385
302,181,2385
75,186,2386
146,186,2386
7,189,2386
47,190,2386
112,192,2386
84,195,2386
192,196,2386
40,197,2386
182,199,2386
167,200,2386
305,204,2386
78,186,2386
265,208,2386
319,210,2386
318,211,2387
70,214,2387
256,215,2387
80,185,2387
99,220,2387
193,223,2387
9,227,2387
237,240,2388
76,186,2388
240,245,2388
131,246,2388
78,185,2389
77,185,2389
77,186,2389
76,185,2389
79,186,2390
78,186,2390
75,184,2392
76,184,2394
79,185,2394
78,186,2395
77,186,2395
76,186,2396
80,187,2396
78,185,2397
77,185,2397
79,186,2398
78,187,2399
78,186,2403
77,186,2404
77,184,2404
78,184,2406
80,186,2407
85,7,2410
83,21,2411
288,24,2411
139,32,2411
177,32,2411
323,34,2411
324,36,2411
325,38,2411
82,43,2411
169,48,2411
309,50,2412
97,51,2412
99,56,2412
205,58,2412
77,60,2412
14,62,2412
259,62,2412
152,62,2412
138,63,2412
265,64,2412
149,64,2412
221,64,2412
143,67,2412
323,68,2412
137,69,2412
216,70,2412
200,70,2412
206,71,2412
141,72,2412
129,72,2412
119,73,2412
80,184,2412
76,186,2412
120,76,2412
122,78,2413
178,79,2413
75,81,2413
126,86,2413
217,86,2413
259,87,2413
190,88,2413
229,90,2413
307,93,2413
16,96,2413
38,96,2413
285,97,2413
224,101,2413
132,102,2413
315,110,2414
140,119,2414
231,128,2414
78,184,2414
78,185,2414
195,131,2414
77,184,2414
239,144,2415
312,159,2415
76,185,2416
70,173,2416
247,176,2416
246,180,2416
146,181,2416
77,185,2416
79,186,2416
126,189,2416
79,184,2417
104,209,2417
316,213,2417
123,216,2417
296,217,2417
55,218,2417
53,219,2417
160,220,2418
150,222,2418
215,222,2418
168,223,2418
298,223,2418
252,225,2418
172,229,2418
172,231,2418
207,238,2418
183,247,2418
241,2,2419
239,3,2419
72,5,2419
290,6,2419
215,7,2419
193,7,2419
312,8,2419
79,185,2419
78,185,2419
136,12,2420
166,14,2420
263,14,2420
138,16,2420
138,17,2420
195,20,2420
278,23,2420
89,23,2420
184,24,2420
144,26,2420
136,27,2420
319,28,2420
314,29,2420
73,51,2420
13,34,2420
152,34,2420
76,183,2420
76,184,2420
77,184,2420
67,39,2420
120,40,2420
295,40,2420
284,40,2420
102,42,2421
296,42,2421
128,45,2421
303,46,2421
284,46,2421
270,47,2421
38,49,2421
31,52,2421
273,54,2421
273,56,2421
191,59,2421
280,60,2421
271,60,2421
192,61,2421
271,62,2421
33,63,2421
286,64,2421
288,64,2421
220,64,2421
173,68,2421
169,68,2421
143,70,2422
140,71,2422
280,71,2422
284,72,2422
256,74,2422
250,74,2422
126,77,2422
263,78,2422
161,78,2422
144,79,2422
92,80,2422
44,81,2422
42,81,2422
71,83,2422
81,84,2422
105,86,2422
333,87,2422
57,87,2422
142,88,2422
79,88,2422
263,88,2422
309,88,2422
257,89,2422
311,89,2422
264,90,2422
311,90,2422
80,92,2422
120,93,2422
302,94,2422
138,95,2422
75,185,2422
344,96,2422
167,96,2422
164,98,2423
115,102,2423
293,103,2423
77,185,2423
52,107,2423
78,107,2423
80,108,2423
267,109,2423
14,110,2423
52,111,2423
250,112,2423
311,112,2423
301,116,2423
297,116,2423
187,120,2423
186,122,2423
157,122,2423
292,126,2424
156,127,2424
182,131,2424
269,134,2424
271,136,2424
209,137,2424
215,141,2424
240,143,2424
171,143,2424
75,183,2424
100,152,2424
175,152,2424
78,185,2424
104,152,2424
76,185,2424
171,155,2425
78,184,2425
157,159,2425
240,159,2425
227,162,2425
145,168,2425
165,169,2425
107,171,2425
305,174,2425
102,174,2425
79,184,2426
77,188,2426
77,190,2426
29,191,2426
308,191,2426
299,192,2426
96,193,2426
40,196,2426
183,198,2426
291,199,2426
238,208,2426
240,209,2426
34,213,2427
35,215,2427
128,216,2427
135,223,2427
207,225,2427
77,184,2427
202,230,2427
79,185,2428
76,184,2429
79,183,2430
77,185,2430
80,183,2432
77,183,2438
76,184,2445
79,183,2447
77,183,2447
80,184,2447
77,186,2448
76,183,2448
78,184,2449
79,184,2449
78,183,2449
167,1,2450
180,2,2450
130,2,2450
152,12,2450
184,14,2450
77,184,2450
265,16,2450
112,20,2450
270,32,2451
38,34,2451
168,58,2452
3,66,2452
76,184,2452
72,82,2453
259,84,2453
74,84,2453
131,86,2453
331,88,2453
213,89,2453
256,92,2453
173,94,2453
151,50,2453
51,95,2453
257,96,2453
134,100,2453
126,102,2453
78,184,2453
268,104,2453
312,107,2454
315,108,2454
264,109,2454
99,112,2454
134,143,2454
86,114,2454
97,115,2454
303,116,2454
77,183,2454
110,118,2454
301,118,2454
143,120,2454
222,120,2454
167,120,2454
124,125,2454
159,125,2454
154,126,2454
60,126,2454
304,128,2454
112,129,2454
108,130,2454
119,135,2455
335,136,2455
36,136,2455
128,138,2455
36,138,2455
34,139,2455
133,141,2455
122,142,2455
229,143,2455
264,144,2455
133,147,2455
308,150,2455
216,152,2455
313,153,2455
79,184,2455
79,183,2455
126,159,2455
235,160,2455
78,183,2456
222,179,2456
303,180,2456
301,182,2456
77,184,2456
327,184,2456
79,182,2456
325,199,2457
248,217,2457
103,222,2458
88,229,2458
206,231,2458
78,184,2458
302,239,2458
229,240,2458
104,246,2458
151,246,2458
107,248,2459
116,251,2459
335,1,2459
133,3,2459
105,3,2459
131,3,2459
330,4,2459
168,4,2459
231,6,2459
75,7,2459
39,14,2460
271,18,2460
160,21,2460
76,184,2460
335,25,2460
250,28,2460
251,29,2460
142,30,2460
131,31,2460
52,33,2460
203,34,2460
79,35,2460
23,37,2460
83,38,2460
22,39,2460
240,40,2460
193,44,2461
240,46,2461
32,48,2461
252,56,2461
22,61,2461
75,184,2461
248,64,2461
253,65,2461
177,68,2461
253,70,2462
13,72,2462
151,76,2462
153,76,2462
329,78,2462
