split,stem,source_npz,image_path,mask_path,map_path,width,height,event_count,positive_event_count,positive_pixel_count,status,message
train,train_073,/root/EV-UAV-dataset/train/train_073.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_073.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_073_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_073_pixel_event_map.npz,346,260,37768,7460,2910,ok,
train,train_074,/root/EV-UAV-dataset/train/train_074.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_074.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_074_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_074_pixel_event_map.npz,346,260,42210,15399,3466,ok,
train,train_075,/root/EV-UAV-dataset/train/train_075.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_075.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_075_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_075_pixel_event_map.npz,346,260,7511,1402,829,ok,
train,train_076,/root/EV-UAV-dataset/train/train_076.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_076.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_076_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_076_pixel_event_map.npz,346,260,7537,1489,926,ok,
train,train_077,/root/EV-UAV-dataset/train/train_077.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_077.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_077_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_077_pixel_event_map.npz,346,260,7719,1477,983,ok,
train,train_078,/root/EV-UAV-dataset/train/train_078.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_078.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_078_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_078_pixel_event_map.npz,346,260,7814,1630,984,ok,
train,train_079,/root/EV-UAV-dataset/train/train_079.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_079.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_079_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_079_pixel_event_map.npz,346,260,7372,1270,818,ok,
train,train_080,/root/EV-UAV-dataset/train/train_080.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_080.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_080_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_080_pixel_event_map.npz,346,260,7230,1336,869,ok,
train,train_081,/root/EV-UAV-dataset/train/train_081.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_081.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_081_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_081_pixel_event_map.npz,346,260,8964,2778,1347,ok,
train,train_082,/root/EV-UAV-dataset/train/train_082.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_082.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_082_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_082_pixel_event_map.npz,346,260,8452,2261,1140,ok,
train,train_083,/root/EV-UAV-dataset/train/train_083.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_083.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_083_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_083_pixel_event_map.npz,346,260,8222,1890,1044,ok,
train,train_084,/root/EV-UAV-dataset/train/train_084.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_084.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_084_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_084_pixel_event_map.npz,346,260,8417,2055,977,ok,
train,train_085,/root/EV-UAV-dataset/train/train_085.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_085.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_085_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_085_pixel_event_map.npz,346,260,7724,1847,909,ok,
train,train_086,/root/EV-UAV-dataset/train/train_086.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_086.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_086_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_086_pixel_event_map.npz,346,260,8547,2412,1066,ok,
train,train_087,/root/EV-UAV-dataset/train/train_087.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_087.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_087_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_087_pixel_event_map.npz,346,260,8654,2812,1221,ok,
train,train_088,/root/EV-UAV-dataset/train/train_088.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_088.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_088_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_088_pixel_event_map.npz,346,260,399750,5538,1523,ok,
train,train_089,/root/EV-UAV-dataset/train/train_089.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_089.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_089_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_089_pixel_event_map.npz,346,260,405722,2681,1176,ok,
train,train_090,/root/EV-UAV-dataset/train/train_090.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_090.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_090_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_090_pixel_event_map.npz,346,260,422448,2585,957,ok,
train,train_091,/root/EV-UAV-dataset/train/train_091.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_091.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_091_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_091_pixel_event_map.npz,346,260,423790,3299,1155,ok,
train,train_092,/root/EV-UAV-dataset/train/train_092.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_092.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_092_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_092_pixel_event_map.npz,346,260,595519,7192,2138,ok,
train,train_093,/root/EV-UAV-dataset/train/train_093.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_093.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_093_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_093_pixel_event_map.npz,346,260,620778,6137,1804,ok,
train,train_094,/root/EV-UAV-dataset/train/train_094.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_094.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_094_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_094_pixel_event_map.npz,346,260,614725,6475,1082,ok,
train,train_095,/root/EV-UAV-dataset/train/train_095.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_095.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_095_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_095_pixel_event_map.npz,346,260,365730,2387,587,ok,
train,train_096,/root/EV-UAV-dataset/train/train_096.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_096.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_096_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_096_pixel_event_map.npz,346,260,625178,7011,1621,ok,
train,train_097,/root/EV-UAV-dataset/train/train_097.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_097.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_097_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_097_pixel_event_map.npz,346,260,619767,6330,1406,ok,
train,train_098,/root/EV-UAV-dataset/train/train_098.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/train/train_098.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/masks/train/train_098_mask.png,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/train/train_098_pixel_event_map.npz,346,260,624246,4557,1211,ok,
val,val_000,/root/EV-UAV-dataset/val/val_000.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_000.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_000_pixel_event_map.npz,346,260,45361,2778,903,ok,
val,val_001,/root/EV-UAV-dataset/val/val_001.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_001.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_001_pixel_event_map.npz,346,260,54625,1234,545,ok,
val,val_002,/root/EV-UAV-dataset/val/val_002.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_002.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_002_pixel_event_map.npz,346,260,55695,1929,637,ok,
val,val_003,/root/EV-UAV-dataset/val/val_003.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_003.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_003_pixel_event_map.npz,346,260,56519,1273,520,ok,
val,val_004,/root/EV-UAV-dataset/val/val_004.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_004.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_004_pixel_event_map.npz,346,260,24933,2324,613,ok,
val,val_005,/root/EV-UAV-dataset/val/val_005.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_005.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_005_pixel_event_map.npz,346,260,23566,1283,489,ok,
val,val_006,/root/EV-UAV-dataset/val/val_006.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_006.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_006_pixel_event_map.npz,346,260,21773,703,372,ok,
val,val_007,/root/EV-UAV-dataset/val/val_007.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_007.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_007_pixel_event_map.npz,346,260,22194,2016,508,ok,
val,val_008,/root/EV-UAV-dataset/val/val_008.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_008.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_008_pixel_event_map.npz,346,260,70943,3591,948,ok,
val,val_009,/root/EV-UAV-dataset/val/val_009.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_009.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_009_pixel_event_map.npz,346,260,57607,2821,552,ok,
val,val_010,/root/EV-UAV-dataset/val/val_010.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_010.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_010_pixel_event_map.npz,346,260,43897,1794,680,ok,
val,val_011,/root/EV-UAV-dataset/val/val_011.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_011.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_011_pixel_event_map.npz,346,260,43971,4393,1363,ok,
val,val_012,/root/EV-UAV-dataset/val/val_012.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_012.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_012_pixel_event_map.npz,346,260,39595,5837,1129,ok,
val,val_013,/root/EV-UAV-dataset/val/val_013.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_013.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_013_pixel_event_map.npz,346,260,22034,4518,1285,ok,
val,val_014,/root/EV-UAV-dataset/val/val_014.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_014.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_014_pixel_event_map.npz,346,260,44399,1268,797,ok,
val,val_015,/root/EV-UAV-dataset/val/val_015.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_015.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_015_pixel_event_map.npz,346,260,253955,2139,798,ok,
val,val_016,/root/EV-UAV-dataset/val/val_016.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_016.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_016_pixel_event_map.npz,346,260,20608,3619,1053,ok,
val,val_017,/root/EV-UAV-dataset/val/val_017.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_017.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_017_pixel_event_map.npz,346,260,20064,2972,1690,ok,
val,val_018,/root/EV-UAV-dataset/val/val_018.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_018.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_018_pixel_event_map.npz,346,260,19594,3294,1490,ok,
val,val_019,/root/EV-UAV-dataset/val/val_019.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_019.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_019_pixel_event_map.npz,346,260,31971,2854,1441,ok,
val,val_020,/root/EV-UAV-dataset/val/val_020.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_020.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_020_pixel_event_map.npz,346,260,33159,3531,1612,ok,
val,val_021,/root/EV-UAV-dataset/val/val_021.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_021.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_021_pixel_event_map.npz,346,260,18358,1158,792,ok,
val,val_022,/root/EV-UAV-dataset/val/val_022.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_022.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_022_pixel_event_map.npz,346,260,8165,2187,1214,ok,
val,val_023,/root/EV-UAV-dataset/val/val_023.npz,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/images/val/val_023.png,,/root/EV-UAV/log/versions/v2.0.0-2d-vision-pipeline/maps/val/val_023_pixel_event_map.npz,346,260,391344,5990,1557,ok,
